  0|  7|  x|  x|  9|  x| 10|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  9|  x|  x|  7|  x|  x|  x|  9|  x|  x|  x|  x|  x|  5|  1|  x|  x|  3|  x|  x| 10|  x|  x|  x|  5|  x|  4|  x|  x|  2|  x|  x|  x|  x|  2|  x|  x|  x|  3|  x|  x|  x|  4|  x|  x|  x|  x|  x|  5|  x|  x|  2|  6|  x|  x|  x|  x|  8|  9|  x|  x|  x| 10|  x|  6|  x|  5|  x|  x|  x|  x|  2|  3|  2|  8|  x|  x|  x|  x|  x|  x|  x|  x|  x|  4|  8|  x|  x|  x|  x|  x|  9| 10|  x|  x|  x|  3|  x|  x|  x|  x|  8|  4|  x|  7| 10|  x|  7|  x|  6|  x|  x|  2|  x|  x|  x|  6|  x|  x|  x|  5|  4|  x|  3|  x|  x|  x|  x|  x|  x|  6|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  6|  5|  x|  x|  x|  x|  x|  x|  x|  1|  x|  3|  x|  x|  x|  x|  x|  x|  7|  6|  x|  x|  x|  x|  3|  x|  5|  x|  6|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  2|  x|
  x|  x| 10|  x|  x|  x|  x|  1|  x|  x|  x|  x|  x|  9|  x|  3|  x|  x|  x|  x|  x|  x|  9|  x|  1|  1|  x|  x|  4|  6|  x|  x|  x|  x|  x|  x|  9|  x|  6|  x|  x|  5|  x|  3|  x|  x|  2|  x|  3|  x|  x|  x|  x|  x|  9|  x|  x|  1|  x|  5|  x|  x|  7|  x|  x|  x|  x|  3|  x|  x|  3|  x|  9|  x|  x|  x|  x|  x|  5|  x|  x|  x|  9|  x|  x|  x|  9|  x|  x|  x|  5| 10|  x|  x|  7|  9|  x|  x|  x|  3|  x|  x|  x|  x|  3|  x|  x|  7|  x|  x|  0|  x|  5|  x|  x|  x|  x|  x|  x|  x|  6|  x|  x|  x|  x|  3|  x|  x|  x|  x|  9|  x|  8|  x|  x|  7|  2|  x|  4|  x|  x|  8|  9|  x|  x|  x|  x|  x|  x|  x| 10|  x|  x|  4|  x|  x|  5|  x|  x|  x|  x|  x|  x|  6| 10|  x|  4|  x|  3|  2|  x|  4|  x|  1|  x|  x|  6|  2|  x|  x|  x|  x|  x|  x|  2|  6|  x|  x|  x|  9|  x|  5|  x|  x|  x|  x|  x|  x|  x|  x|
  x|  x|  x|  x|  x| 10|  x|  2|  8|  x|  x| 10|  x|  6|  x|  x|  3|  6|  x|  x|  x|  x|  x|  8|  5|  x|  x|  x|  x|  x|  x|  5|  x|  x|  x|  x|  x|  x|  x|  9|  x|  x|  x|  9|  x|  x|  5|  x|  3|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  8|  x|  x|  x|  x|  x|  x|  x|  x|  3|  x|  9|  x|  x|  7|  x|  x|  x|  x|  4|  3|  x|  x|  2|  x|  1|  x|  1|  x|  3|  x|  x|  x|  9|  x|  x|  x|  5|  x|  5|  x|  x|  7|  x|  x|  x|  4|  x|  7|  x|  x|  x|  0|  7|  x|  6|  x|  x|  x|  x|  x|  8|  x|  4|  x|  x| 10|  x|  x|  x|  x|  2|  9|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  7|  x|  x|  x|  x|  x|  x|  x|  x|  3|  3|  x|  6|  x|  x|  4|  x|  x|  x|  4|  x|  7|  x|  3|  x|  x|  x|  7|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  1|  2|  x|  x|  x|  x|  x|  x| 10|  x|  5|  x|  x|  x|  x|  x|  x|
  x|  4|  7|  6|  2|  5|  x|  8|  x|  x|  x|  9|  x|  x|  8|  x|  x|  6| 10|  x|  x|  7|  x|  5|  4|  x|  x|  9|  4|  x|  1|  5|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  6|  6|  x|  x|  x|  x|  7|  x|  x|  x|  x|  7|  x|  6|  x|  8|  9|  x|  x|  7|  x|  x|  x|  x|  x|  x|  2|  3|  2|  x| 10| 10|  4|  x|  x|  x|  3|  2|  x|  x|  x|  6|  x|  x|  x|  7|  x|  x|  x|  5|  x|  6|  8|  x|  x|  x|  8|  9|  x|  x|  x|  x| 10|  x|  x| 10|  5|  7|  0|  x| 10|  7|  9|  x|  x| 10|  x|  x|  x|  x|  x|  x|  x|  5|  x|  x|  x|  x|  x|  8|  x|  x|  x|  9|  x|  6|  x|  x|  x|  x|  x|  9|  7|  8|  x|  x|  x|  x|  x|  2|  x|  3|  7|  x|  x|  x|  x|  x|  9|  x|  7|  9|  x|  7|  x|  9|  x| 10|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  7|  6|  9|  9| 10|  x|  x|  8|  x|  x|  x|  5|  x|  x|  4|  9|
  3|  x|  x|  x|  x|  x|  x|  x|  x|  x|  4| 10|  x|  x|  8|  x|  x|  7|  x|  2|  x|  x|  x|  x|  5|  x|  2|  x|  2|  x|  x| 10|  1|  x|  x|  x|  x|  x|  x|  2|  x|  x|  x|  7|  5|  x|  x|  5|  x|  4|  8|  x|  x|  x|  7|  x|  x|  x|  6|  5|  x|  x|  x|  x|  x|  4|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x| 10|  2|  x|  x|  x|  x|  x|  x|  x|  x|  6|  x|  x|  4|  x| 10|  x|  2|  x|  x|  x|  5|  x|  5|  1|  2|  x|  x|  x|  1|  x|  x|  4|  x|  x|  x|  x|  0|  x|  x|  x|  1|  x|  x|  8|  x|  x|  x|  x|  x|  x|  x|  4|  x|  1|  x|  x|  x|  x|  x| 10|  x|  x|  x|  x|  x|  x|  7|  9|  x|  x|  9|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  8|  x|  x|  x|  x|  3|  x|  x|  x|  8|  x| 10|  x|  x|  x|  x|  1|  x|  x|  x|  x|  x|  x|  4|  1|  x|  6|  x|  x|  x|  x|  x|  8|  2|  x|  x|  5|  x|  x|  x|  x|  9|
  x|  x|  x|  8|  6|  4|  x|  7|  x|  3|  x|  x|  x|  4|  x|  x|  8|  9|  1|  9|  6|  x|  7|  x|  4|  x|  x|  x|  x|  x|  x|  2|  5|  x|  x|  9|  x|  x|  x|  x|  x|  x|  5|  x|  x|  x|  x|  x| 10|  7|  3| 10| 10|  x|  x| 10|  x|  x|  x|  x|  x|  x|  x|  4|  x|  8|  x|  x|  x|  2|  x|  5|  x|  x|  x|  x|  9|  x|  x|  x|  x|  5|  x|  x|  x|  6|  x|  4|  2|  x|  x|  x|  x|  x|  x|  9|  x|  x|  8|  x|  x|  x| 10|  8|  x|  x|  9|  x|  x|  x|  x|  6| 10|  x|  0|  x|  x|  7|  x|  x|  x| 10|  x|  x|  x| 10|  x|  x|  x|  x|  x|  x|  x|  x|  x|  8|  x|  6|  2|  x|  x|  4|  x|  x|  x|  1|  x|  x|  x|  x|  x|  x|  x|  2|  x|  2| 10|  x|  8|  x|  9|  x|  x|  6| 10|  x| 10|  x|  7|  x|  x|  x|  x|  2|  x|  8|  7|  3|  4|  x|  9|  7|  x|  x|  x|  x|  x|  1|  x|  x|  x|  x|  x| 10|  x|  x|  3|  x|  x|  x|
  x|  x|  x|  x|  x|  4|  x|  x|  x|  x|  7|  9|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  2|  1|  x|  x|  x|  7|  x|  x|  x|  x|  x|  9|  x|  x|  6|  5|  3|  4|  x| 10|  2|  8|  4|  1|  x|  x|  x|  2|  x|  x|  x|  6|  x|  x|  4|  1|  x|  1|  2|  x|  x|  x|  x|  x|  x|  x|  1|  x|  x|  x|  x|  x|  x|  1|  x|  x|  1|  x|  x|  7|  x|  9|  x|  x|  x|  1|  x|  x|  x|  2|  1|  x|  x|  x|  x|  x|  7|  x|  x|  0|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  8|  x|  1|  9|  x|  x|  3|  x|  1|  x|  x|  7|  x|  9|  4|  x|  x|  x|  x|  x|  8|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  9|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  5|  x|  5|  5|  3|  7|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  8|  8|  7|  1|  x|  6|  9|  9|  x|  9|  x|
  x|  x|  x|  x|  x|  x|  x|  3|  x|  3|  6|  5|  x|  2|  x|  3|  9|  x|  x|  4|  x|  x|  x|  x|  x|  x|  x|  x|  x| 10|  x|  x| 10|  x|  x| 10|  x|  x|  x|  5|  x|  x|  x|  6|  x|  x|  8|  x|  x|  x|  7|  x|  3|  x|  x|  x|  x|  3|  x|  x|  x|  6|  x|  x|  7|  8|  4|  x|  x|  3|  x|  x|  x|  x|  x|  x|  x|  4|  4|  x|  8|  x|  3|  x|  x|  x|  1|  x|  x|  3|  x|  x|  x|  8|  x|  x|  x|  3|  7|  x|  x|  x|  x|  3|  x|  6|  x|  6| 10|  7|  x|  x|  9|  x|  x|  x|  0|  x|  x|  x|  x|  x|  x|  x|  x|  x|  9|  x|  x|  x|  9|  x|  x|  x|  x|  x|  x|  x|  x|  6|  7|  x|  x|  x|  5|  x|  5|  9|  x|  9|  x|  x|  x|  6|  x|  x|  x|  x|  x|  5|  x|  4|  x|  x|  7|  x|  x|  x|  7|  3|  x|  x|  6|  x|  x|  4|  x|  x|  3|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  4|  8|  x|  x|  x|  x|  x|  x|  x|  4|  7|
  x|  x|  x|  1|  x|  x|  x|  x|  x|  1|  x|  x|  7|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  3|  x|  6|  x|  x|  x|  x|  5|  x|  x| 10|  x|  x|  x|  x|  x|  x|  x|  x|  6|  1|  7|  x|  3|  2|  5|  x|  x| 10|  9|  x|  1|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  5|  x|  x|  2|  x|  x|  x|  6|  x|  6|  3|  x|  x|  2|  x|  x|  x|  x|  4|  x|  x|  x|  3|  x|  x|  x|  8|  2|  x|  5|  x|  x|  4|  x|  x|  4|  x|  x|  x|  x|  x|  x|  x|  1|  7|  x|  x|  0|  x|  x|  x|  2|  x|  x|  1| 10|  5|  x|  x|  3|  x|  x|  x|  x|  x|  x|  6|  1|  x|  x|  x|  x|  x|  x|  x|  x|  4|  5|  x|  x|  9|  x|  x|  x|  x|  x|  x|  9|  x|  x|  4|  x|  3|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  5|  x|  7|  x|  x|  x|  x|  4|  x|  x|  x|  x|  7|  x|  3|  x|  x|  x|  x|  x|  x|  x|  5|  x|  x|
  8|  4| 10|  7|  x|  x|  3|  6|  7|  x|  6|  2|  x|  x|  x|  x|  x|  x|  4|  x|  3|  x|  x|  7|  x|  x|  2| 10|  x|  x|  x|  x|  1| 10|  x|  x|  x|  x|  5|  x|  x|  x|  1| 10|  x|  x|  2|  x|  1|  x|  x|  x|  5|  x|  4|  5|  x|  x|  x|  x|  x|  x| 10|  x|  x|  4|  x|  x|  x|  7|  7|  4|  x|  x|  x|  2|  x|  x|  x|  x|  x|  x|  x|  x|  9|  x|  x|  x|  x|  4|  x|  x|  x|  x|  x|  x|  x|  4|  x|  x|  x|  x|  8|  x|  2|  x|  3|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  0|  x|  x|  x|  x|  1|  4|  1|  x|  8|  x|  x|  x|  9|  x|  8|  9|  6|  3|  x|  2|  9|  6|  x|  x|  x|  x|  x|  2|  8|  x|  x|  x|  x|  x|  6|  x|  1|  x|  x|  x|  1|  5|  x|  x|  x|  x|  x|  x|  4|  9|  2|  x|  x|  x|  x|  x|  x|  x|  x|  4|  5|  x|  5|  5|  x|  x|  x|  x|  x|  x|  x|  8|  2|  8|  x|  x|  2|  x|  3|  x|  x|
  4|  x|  9|  x|  x|  x|  x|  5|  x|  x|  x|  8|  4| 10|  x|  9|  x|  x|  x|  9|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  6|  x|  x|  x|  x|  6|  x|  x|  x|  x|  x|  2|  x|  7|  x|  x|  x|  x|  x|  5|  x|  x|  6|  6|  x|  x|  x|  9|  x| 10|  x|  x|  x|  x|  x|  x|  2|  9|  x|  2|  x|  x|  x|  x|  x|  x|  x|  x|  1|  3|  x|  x|  x|  x|  x|  x|  x| 10|  x|  x|  x|  4|  x|  x|  x|  8|  4|  8|  x|  x|  x|  9|  1|  x|  x|  3|  x|  x| 10|  x|  x|  x|  x|  x|  x|  0| 10|  6|  x|  x|  x|  9|  x|  8|  9|  x|  x|  9|  x| 10|  x|  x|  x|  x|  7| 10|  2|  7|  x|  x| 10|  x|  1|  x|  x|  1|  x| 10|  x|  5|  x|  x|  9|  x|  x|  x|  7|  x|  x|  7|  x|  x|  3|  7|  x|  9|  x|  1|  x|  x|  x|  x|  x|  x|  x|  8|  x|  5|  4|  x|  x|  x|  x|  7|  6| 10| 10|  5|  x|  x|  x|  x|  1|  x| 10|  x|
  x|  x|  x|  x|  x|  5|  x|  x|  x|  x|  4|  x|  x|  x|  4|  x|  9|  x|  x|  6|  x|  x|  x|  x|  x|  x|  2|  3|  x|  x|  x|  2|  x|  x|  x|  3|  1|  6|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  6|  x|  x|  x|  x| 10|  x|  x|  x|  4|  x|  x|  x|  x|  x|  x|  x|  x|  x| 10|  x|  7|  2|  x|  x|  x|  9|  x|  x|  x|  x|  x|  3|  x|  x|  x|  x|  x|  x|  x|  8|  6|  x|  x|  8|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  6|  8|  x|  8|  x|  x|  x|  x|  x| 10|  0|  x|  9|  x| 10|  x|  5|  3|  x|  5|  x|  x|  x|  x|  x|  x|  x|  x|  x|  1|  x|  x|  x|  x|  x|  x|  x|  7|  x|  x|  x|  x|  5|  3|  x|  3|  8|  x| 10|  x|  4|  9|  x|  x|  x|  x|  1|  x|  x|  x|  x|  x|  x|  5|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  7| 10|  x|  x|  x|  x|  x|  x|  4| 10|  x|  6|  x|  x|  x|  x|
  7|  x| 10|  x|  x|  x|  x|  x|  x|  x|  5|  x|  4|  x|  6|  x|  5|  x|  x|  8|  1|  x|  x|  x|  x|  x|  x|  x|  x|  1|  8|  x|  x|  x|  x|  x|  8|  x|  x|  x|  x|  x|  x|  9|  x|  7|  x|  x|  x|  x|  3|  x|  x|  x|  3|  1|  x|  x|  5|  x|  x|  x|  x|  4| 10|  x|  x|  x|  x|  x|  x|  6|  7|  x|  x|  x|  x|  8|  x|  x|  x|  9|  4| 10|  x|  8|  x|  7|  x|  x|  x|  x|  8|  9|  x|  4|  x|  8|  x|  x|  x|  x|  4|  4|  x|  x|  x|  1|  x|  x|  x|  x|  x|  x| 10|  x|  x|  2|  x|  6|  x|  0|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  2|  1|  8|  x|  3|  x|  x|  x|  9|  x|  x|  x|  3|  x|  x|  x|  6|  2|  x|  x|  x|  x|  x|  7|  x|  x|  5|  x|  x|  x|  x|  2|  6|  9|  8|  9|  x|  6|  4|  x|  x|  x|  1|  x|  x|  x|  4|  2|  x|  8|  x|  x| 10| 10|  6|  6|  2|  x|  x|  2|  7|  x|  x|
 10|  x|  x|  x|  x|  x|  9|  3|  2| 10|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  4|  3|  x|  x|  x|  6|  3|  3|  x|  x|  7|  x|  8|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  2|  x|  2|  6|  x|  1|  x|  9|  x|  8|  x|  5|  x|  8|  x|  9|  9|  x|  9|  x|  x|  x| 10|  x|  x|  x|  6|  x|  x|  x|  7|  8|  x|  x|  2|  7|  x|  x|  x|  x|  5|  9|  x|  6|  x|  x|  3|  5|  3|  x|  9|  8|  x|  x|  x|  2|  1|  x|  x|  x|  x|  x|  1|  x|  4|  x|  x|  x|  x|  x|  x|  x|  x|  9|  x|  0|  x|  4|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  8|  x|  x|  x|  x|  x|  x|  1|  x|  x|  2|  x|  x| 10|  9|  x|  x|  x|  4|  x|  x|  4|  x|  1|  x|  x|  x|  x|  x|  1|  9|  x|  x|  x|  x|  6|  x|  x|  x|  x|  x|  x|  x|  4|  x|  x|  7|  6|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  2|  x|
  x|  x|  4|  5|  x|  x|  x|  x|  1|  3|  x|  x|  5|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  9| 10|  5|  1|  8|  x|  x|  x|  x|  5|  6|  x|  4|  x|  x|  1|  x|  x|  7|  5|  2|  8|  3|  x|  x|  3|  x|  x|  x|  3|  x|  x|  6|  9|  x|  x|  x|  x|  x|  x|  7|  x| 10|  x|  x|  4|  x|  x|  8|  x|  x|  x|  x|  5|  x|  x|  2|  x|  4|  x|  x|  9|  x|  x|  7|  x|  x|  1|  5|  x|  x|  x|  x|  x|  2|  x|  x|  x|  x|  x|  1|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  1|  x|  x|  x|  x|  0|  8|  x|  5|  x|  x|  x|  x|  7|  7|  7|  x|  1|  x|  x|  x|  x|  x|  x|  1|  6|  x|  5|  6|  x|  x|  6|  x|  x|  x|  7|  3|  x|  x|  x|  x| 10|  4|  x|  x|  4|  x|  3|  x|  6|  8|  x|  x|  8|  x|  2|  x|  x|  5|  x|  3|  x|  x|  x|  8|  x|  x|  x|  6|  x|  7|  x|  1|  x|  x|  9|  x| 10|  x|  6|  x|  x|
  7|  x|  x|  x|  3|  x|  x|  x|  2|  x|  8|  x|  x|  x|  9|  x|  x|  x|  x|  x|  9|  x|  4|  1|  x|  x|  x|  x|  6|  x|  x|  8| 10|  x|  x|  7|  4|  x|  x|  x|  x|  x|  x|  x|  x|  x|  8|  x|  1|  9|  x|  x|  2|  9|  x|  8|  4|  x|  9|  x|  2|  x|  x|  4| 10|  x|  x|  x|  x|  x|  x|  x|  1|  x|  3|  x|  2|  x|  5|  x|  x|  x|  9|  7|  x|  x|  x|  x|  x|  x|  x|  x|  x|  5|  x|  x|  x|  x|  x|  x| 10|  x|  1|  x|  x|  x|  7|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  1|  4|  x| 10|  x|  4|  8|  0|  x|  x|  x|  x|  2|  x|  x| 10|  x|  6|  x|  x|  x|  x|  8|  x|  1|  x|  x|  x|  x|  x|  6|  x|  9|  2|  9|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  2|  x|  8|  2|  x|  x|  x|  x|  x|  x|  6|  x|  3|  1|  1|  3|  x|  x|  x|  x|  x|  x|  x|  x| 10|  8|  x|  x|  x|  x| 10|  7|  5|  x|  x|
  x|  x|  x|  x|  x| 10|  2|  x|  2|  3|  x|  2|  x|  x|  6|  1|  x|  x|  x| 10|  1|  2|  x|  6|  x|  6|  7|  5|  8|  6|  x|  x|  x|  x|  x|  7|  6|  x|  2|  7|  x|  x|  1|  x|  x|  8|  x|  x|  x|  x|  x|  x|  8|  x|  x|  x|  2|  x|  4|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  1|  x|  x|  1|  x|  x|  x|  x|  x|  x|  7|  5|  x|  x|  x|  x|  x|  1|  1|  5|  x|  x|  x|  x|  x|  5|  x|  x|  x|  x|  9|  x|  x| 10|  8|  x|  x|  7|  5|  x|  3| 10|  x|  x| 10|  x|  x| 10|  1|  9|  x|  x|  x|  x|  x|  0|  x|  2|  x|  x|  x|  5|  x|  5|  x|  2|  x|  x|  x|  x|  x|  3|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  7|  6|  4|  9|  x|  x|  x|  4|  x|  x|  x|  x|  9|  x|  x|  x|  x|  x|  1|  4|  5| 10|  6|  x|  x|  2|  x|  x|  5|  x|  x|  x|  x|  x|  x|  x|  8|  x|  x|  x|  x|  x|  1|  x|  x|  2|  x|
  6|  6|  x|  x|  x|  x| 10|  8|  3|  x|  4|  x|  x|  1|  2|  6|  x|  x|  x|  x|  3|  x|  x|  x|  x|  x|  x|  x|  9|  x|  3| 10|  2|  x|  x|  x|  x|  x|  x|  x|  x|  7|  x|  3|  x|  x|  x|  x|  x|  4|  x|  4|  x|  3|  x|  x|  x|  x|  x|  5|  x|  x|  x|  x| 10|  x|  x|  x|  x|  x|  x|  1|  7|  x|  x| 10|  7|  x|  x|  x|  3|  x|  x| 10|  x|  x|  1|  x| 10|  x|  x|  x|  2|  1|  x|  x|  x|  9| 10|  x|  x|  x|  x|  x|  1|  x|  8|  2|  x|  x|  x|  x|  x|  x|  x|  x|  9|  5|  x|  x|  5|  x|  x|  5|  x|  x|  0|  x|  x|  x|  x|  x|  x|  4|  1|  x|  x|  9|  1|  4|  x|  x|  x|  4|  x|  x|  x|  x|  2|  6|  x|  4|  x|  x|  x|  x|  x|  5|  3|  x| 10|  x|  x|  2|  x|  x|  x|  x|  1|  x|  x|  x|  x|  1| 10|  x|  x|  x|  3|  x|  6|  6|  x|  x| 10|  1|  x|  1|  6|  6|  x| 10|  x|  x|  x|  x|  x|  2|  x|  x|
  x|  x|  x|  x|  x|  x|  6|  x|  1|  x|  x|  6|  x|  x|  4|  5|  x|  4|  x|  x|  x|  2|  x|  x|  9|  7|  6|  x|  3|  2|  2|  x|  x|  x|  x|  x| 10|  x|  x|  x|  3|  3|  x|  x|  x|  5|  x|  x|  9|  x|  x|  x|  8|  x|  9|  2|  1|  8|  7| 10|  x|  9|  x|  x|  8|  x|  x|  x|  x| 10|  9|  6|  x|  8|  x|  2|  x|  x|  1|  x|  x|  4|  x|  x|  x|  x|  x|  x|  x|  4|  x|  x|  x|  5|  x|  x|  6|  2|  x|  x|  7|  x|  x|  x|  x|  8|  x|  7|  7|  x|  x|  x|  5|  x|  x|  x|  x|  x|  8|  8|  3|  x|  x|  x|  x|  2|  x|  0|  x|  x|  3|  2|  x|  4|  x|  x|  x|  x|  x|  4|  8|  x|  x|  x|  x|  x|  7|  3|  x|  x|  x|  7|  x|  x|  x|  x|  x|  x|  x|  9| 10|  7|  x|  x|  x|  x|  x|  6|  x|  x|  x| 10|  x|  x|  x|  x|  x|  8|  4|  x|  9|  x| 10|  x|  x|  5|  x|  x|  x|  x|  x|  9|  x|  x| 10|  2|  x|  x|  x|  x|
  x|  x|  3|  9|  x|  x|  x|  9|  x|  8|  x|  x|  x|  x|  8|  8| 10|  x|  1|  x|  x|  4|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x| 10|  x|  6|  x|  x|  x|  x|  x|  x|  x| 10|  x|  x|  1|  x|  x|  1|  4|  x|  x|  x|  x|  x|  6|  6|  7|  x|  3|  x|  x|  x|  x|  x|  x| 10|  3|  4|  x|  x|  x|  x|  6|  x|  x|  x|  x|  9|  x|  x|  x|  2|  x|  x|  x|  x|  x|  x|  8|  1|  x|  1|  x|  2|  x|  x|  x|  6|  x|  3|  x|  x|  4|  x|  x|  x|  x|  7|  x|  x|  x|  4|  x|  x|  x|  x|  x|  9|  x|  x|  x|  x|  x|  x|  x|  x|  0|  8|  8|  3|  x|  x|  6|  x|  4|  5|  x|  4|  3|  3|  x|  x|  x|  x|  3|  x|  x|  3|  8|  x|  x|  x|  x|  7|  x|  x|  4|  9|  x|  x|  7|  2|  1|  x|  x|  2|  2|  x| 10|  x|  x|  x|  x|  8|  x|  x|  7|  x|  x|  x|  7|  x|  x|  x|  x|  1|  x|  x|  x|  x|  x|  x|  8|  1|  x|  5|  x|  6|
  2|  x|  5|  x|  x|  x|  x|  x|  x|  x|  x|  1|  x|  x|  x|  x|  1|  5|  x|  x|  3|  4|  x|  x|  9|  7|  5|  x|  x|  x|  x|  9|  x|  x|  4|  8|  7|  7|  x|  x|  x|  x|  2|  4|  x|  x|  x|  x|  x|  4|  x|  2|  4|  x|  x|  8|  1|  x|  1|  7|  x|  x|  2|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  7|  2|  5|  x|  x|  5|  6|  x|  x| 10|  x|  x|  x|  x|  x|  x|  x| 10|  x|  x|  8|  x|  1|  x|  x|  x|  x|  x|  5|  4|  x|  5| 10|  x|  x|  x|  x|  x|  x|  x|  8|  x|  3|  x|  x|  5|  x|  x|  x|  2|  x|  x|  x|  8|  0|  x|  8|  x|  4|  x|  x|  6|  3|  x|  x|  x|  x|  x| 10|  x|  x|  x|  x|  x|  8|  5|  x|  x|  x|  x|  4|  x|  x|  x|  2|  x|  3|  x|  x|  7|  4|  x|  x|  x|  x|  x|  6|  x|  4|  8|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  6|  x|  x|  x|  x|  7|  6|  x|  3|  x|  x|  4|  6|  9|  x|
  x|  6|  x|  x|  x|  8|  x|  x|  x|  x|  x|  x|  4|  x|  x|  x|  x|  7|  x|  x|  x|  x|  x|  3|  x|  x|  3|  x|  x|  x|  1|  1|  x|  x|  x|  5|  3|  x|  x|  x|  x|  7|  x|  7|  7|  4|  x|  x| 10|  x|  x|  7|  x|  3|  x|  x|  x|  x|  x|  1|  x|  x|  9|  x|  x|  x|  6|  x| 10|  x|  x|  x|  x|  8|  9|  x|  x|  7|  3|  7|  8|  x|  x|  x|  x|  x|  x|  7|  2|  x|  1|  x|  x|  x|  x|  x|  x|  8|  5|  2|  x|  x|  x|  x|  4|  x|  x|  x|  6|  7|  9|  2|  x|  1|  x|  x|  9|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  3|  8|  x|  0|  9|  x|  x|  x|  x|  x|  x|  7|  x|  3|  x|  x|  x|  9|  x|  x|  4|  x|  x|  x|  5|  x|  5|  7|  x|  x|  x|  x|  x|  x|  x|  x|  2|  x|  x|  x|  3|  1|  7|  x|  x|  x|  x|  x|  x|  8|  4|  x|  5|  6|  x|  x|  x|  x|  2|  x|  x|  x|  x|  x|  x|  x|  x|  x|  6|  x|  x|  8|  x|
  x|  3|  x|  x|  x|  4|  x|  x|  x|  x| 10|  x|  x|  x|  x|  x|  x|  1|  x| 10|  x|  x|  8|  8|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  1|  x|  x|  x|  x|  x|  7|  x|  x|  x|  7|  x|  2|  x|  6|  7|  x|  4|  3|  x|  2|  x|  4|  x| 10|  x|  6|  x|  9|  4|  8|  8|  x|  x|  x|  x|  6|  x|  1|  2|  x|  8|  x|  x|  x|  x|  x|  x|  x|  6|  1|  x|  x|  x|  x|  x|  x|  5| 10|  2|  x|  x|  x|  x|  4|  4|  x|  x|  8|  6|  x|  x|  x|  x| 10|  x|  x|  9|  x|  x|  x|  1|  x|  x|  9|  9|  x|  x|  x|  7|  x|  5|  x|  2|  3|  8|  9|  0|  x|  7|  x|  x|  x|  x|  x|  x|  x|  x|  8|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  x|  1|  x|  x|  x|  1|  x|  x| 10|  x|  x|  6|  x|  x|  x|  4|  3|  x|  x|  x|  1|  5|  5|  x|  x|  6|  x|  x| 10|  1|  x|  x|  8|  2|  x|  8|  2|  x|  x|  x|  x|  x|  x|  x|  x|  2|  x|
